start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
129.26	35.83	129.26	35.83	1949702	1956640
129.26	35.83	129.26	35.83	1956640	1956641
129.26	35.83	129.26	35.83	1956641	1958824
129.26	35.83	127	38.5	1958824	1958833
127	38.5	127	38.5	1958833	1962843
127	38.5	126.5	36	1962843	1962850
126.5	36	126.5	36	1962850	1963562
126.5	36	119.44	32.4	1963562	1963581
119.44	32.4	119.44	32.4	1963581	1964285
119.44	32.4	108.86	33.93	1964285	1964311
108.86	33.93	108.86	33.93	1964311	1965041
108.86	33.93	108.86	33.93	1965041	1965042
108.86	33.93	108.86	33.93	1965042	1966458
108.86	33.93	127.5	37.6	1966458	1966503
127.5	37.6	127.5	37.6	1966503	1968325
127.5	37.6	128.6908	36.9964	1968325	1968329
128.6908	36.9964	128.6908	36.9964	1968329	1977824
128.6908	36.9964	128.6908	36.9964	1977824	1977825
128.6908	36.9964	128.6908	36.9964	1977825	1977855
