start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
119.4128	32.3944	119.4128	32.3944	1972712	1977824
119.4128	32.3944	119.4128	32.3944	1977824	1977825
119.4128	32.3944	119.4128	32.3944	1977825	1979991
119.4128	32.3944	108.9422	34.2611	1979991	1980017
108.9422	34.2611	108.9422	34.2611	1980017	1982182
108.9422	34.2611	119.4128	32.3944	1982182	1982208
119.4128	32.3944	119.4128	32.3944	1982208	1994616
119.4128	32.3944	122.2072	29.9853	1994616	1994626
122.2072	29.9853	122.2072	29.9853	1994626	1994679
122.2072	29.9853	109.7	19.2	1994679	1994718
109.7	19.2	109.7	19.2	1994718	1996381
109.7	19.2	135.7848	34.6756	1996381	1996453
135.7848	34.6756	135.7848	34.6756	1996453	2000104
135.7848	34.6756	135.7848	34.6756	2000104	2000105
135.7848	34.6756	135.7848	34.6756	2000105	2000135
