start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
135.807222	34.501944	135.807222	34.501944	2003392	2005217
135.807222	34.501944	135.807222	34.501944	2005217	2005218
135.807222	34.501944	135.807222	34.501944	2005218	2005309
135.807222	34.501944	135.807222	34.501944	2005309	2005310
135.807222	34.501944	135.807222	34.501944	2005310	2006678
135.807222	34.501944	135.807222	34.501944	2006678	2006679
135.807222	34.501944	135.807222	34.501944	2006679	2007041
135.807222	34.501944	134.695822	34.834681	2007041	2007045
134.695822	34.834681	134.695822	34.834681	2007045	2007406
134.695822	34.834681	135.807222	34.501944	2007406	2007410
135.807222	34.501944	135.807222	34.501944	2007410	2007496
135.807222	34.501944	133.956428	34.6921	2007496	2007501
133.956428	34.6921	133.956428	34.6921	2007501	2008139
133.956428	34.6921	133.956428	34.6921	2008139	2008140
133.956428	34.6921	133.956428	34.6921	2008140	2009596
133.956428	34.6921	135.807222	34.501944	2009596	2009601
135.807222	34.501944	135.807222	34.501944	2009601	2009966
135.807222	34.501944	135.807222	34.501944	2009966	2009967
135.807222	34.501944	135.807222	34.501944	2009967	2009966
135.807222	34.501944	135.807222	34.501944	2009966	2009967
135.807222	34.501944	135.807222	34.501944	2009967	2010331
135.807222	34.501944	135.807222	34.501944	2010331	2010332
135.807222	34.501944	135.807222	34.501944	2010332	2010607
135.807222	34.501944	135.807222	34.501944	2010607	2010608
135.807222	34.501944	135.807222	34.501944	2010608	2010638
