start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
135.807222	34.501944	135.807222	34.501944	1990243	1990968
135.807222	34.501944	137.85153	34.71789	1990968	1990974
137.85153	34.71789	137.85153	34.71789	1990974	1992069
137.85153	34.71789	137.85153	34.71789	1992069	1992070
137.85153	34.71789	137.85153	34.71789	1992070	1992794
137.85153	34.71789	135.807222	34.501944	1992794	1992800
135.807222	34.501944	135.807222	34.501944	1992800	1993164
135.807222	34.501944	135.807222	34.501944	1993164	1993165
135.807222	34.501944	135.807222	34.501944	1993165	1993882
135.807222	34.501944	130.515144	33.514542	1993882	1993896
130.515144	33.514542	130.515144	33.514542	1993896	1994260
130.515144	33.514542	130.515144	33.514542	1994260	1994261
130.515144	33.514542	130.515144	33.514542	1994261	1994625
130.515144	33.514542	130.515144	33.514542	1994625	1994626
130.515144	33.514542	130.515144	33.514542	1994626	1994978
130.515144	33.514542	135.807222	34.501944	1994978	1994992
135.807222	34.501944	135.807222	34.501944	1994992	1995349
135.807222	34.501944	133.04853	35.46811	1995349	1995357
133.04853	35.46811	133.04853	35.46811	1995357	1996079
133.04853	35.46811	135.807222	34.501944	1996079	1996087
135.807222	34.501944	135.807222	34.501944	1996087	1996117
