start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
44.580556	33.093611	44.580556	33.093611	1953719	1959197
44.580556	33.093611	44.580556	33.093611	1959197	1959198
44.580556	33.093611	44.580556	33.093611	1959198	1959494
44.580556	33.093611	73.5	38.5	1959494	1959563
73.5	38.5	73.5	38.5	1959563	1960282
73.5	38.5	69	39.5	1960282	1960294
69	39.5	69	39.5	1960294	1961007
69	39.5	75.993706	39.282396	1961007	1961024
75.993706	39.282396	75.993706	39.282396	1961024	1961750
75.993706	39.282396	77.24964	38.41446	1961750	1961755
77.24964	38.41446	77.24964	38.41446	1961755	1962477
77.24964	38.41446	79.916667	37.116667	1962477	1962485
79.916667	37.116667	79.916667	37.116667	1962485	1962845
79.916667	37.116667	94.663889	40.141111	1962845	1962881
94.663889	40.141111	94.663889	40.141111	1962881	1963019
94.663889	40.141111	112.442223	34.669724	1963019	1963063
112.442223	34.669724	112.442223	34.669724	1963063	1963171
112.442223	34.669724	61.86	30.96	1963171	1963290
61.86	30.96	61.86	30.96	1963290	1966018
61.86	30.96	112.442223	34.669724	1966018	1966137
112.442223	34.669724	112.442223	34.669724	1966137	1968970
112.442223	34.669724	75.291	42.839	1968970	1969059
75.291	42.839	75.291	42.839	1969059	1969336
75.291	42.839	112.442223	34.669724	1969336	1969425
112.442223	34.669724	112.442223	34.669724	1969425	1969455
