start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
135.807222	34.501944	135.807222	34.501944	2000836	2001195
135.807222	34.501944	137.253694	36.14335	2001195	2001201
137.253694	36.14335	137.253694	36.14335	2001201	2003017
137.253694	36.14335	133.918403	34.293603	2003017	2003027
133.918403	34.293603	133.918403	34.293603	2003027	2004848
133.918403	34.293603	135.807222	34.501944	2004848	2004853
135.807222	34.501944	135.807222	34.501944	2004853	2005948
135.807222	34.501944	135.807222	34.501944	2005948	2005949
135.807222	34.501944	135.807222	34.501944	2005949	2006678
135.807222	34.501944	135.807222	34.501944	2006678	2006679
135.807222	34.501944	135.807222	34.501944	2006679	2007409
135.807222	34.501944	135.807222	34.501944	2007409	2007410
135.807222	34.501944	135.807222	34.501944	2007410	2007973
135.807222	34.501944	135.807222	34.501944	2007973	2007974
135.807222	34.501944	135.807222	34.501944	2007974	2008004
