start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
-89.622778	17.221944	-89.622778	17.221944	1889802	1898867
-89.622778	17.221944	-89.622778	17.221944	1898867	1898868
-89.622778	17.221944	-89.622778	17.221944	1898868	1905781
-89.622778	17.221944	-89.622778	17.221944	1905781	1905782
-89.622778	17.221944	-89.622778	17.221944	1905782	1906998
-89.622778	17.221944	-89.622778	17.221944	1906998	1906999
-89.622778	17.221944	-89.622778	17.221944	1906999	1907204
-89.622778	17.221944	-89.622778	17.221944	1907204	1907205
-89.622778	17.221944	-89.622778	17.221944	1907205	1907235
