key	value
gengo_0	Jimmu Etoko
gengo_1	Jimmu Cimayrekamuy
gengo_2	Suizei Cimayrekamuy
gengo_3	Annei Cimayrekamuy
gengo_4	Itoku Cimayrekamuy
gengo_5	Kōshō Cimayrekamuy
gengo_6	Kōan Cimayrekamuy
gengo_7	Kōrei Cimayrekamuy
gengo_8	Kōgen Cimayrekamuy
gengo_9	Kaika Cimayrekamuy
gengo_10	Sujin Cimayrekamuy
gengo_11	Suinin Cimayrekamuy
gengo_12	Keikō Cimayrekamuy
gengo_13	Seimu Cimayrekamuy
gengo_14	Chūai Cimayrekamuy
gengo_15	Jingū Cimayrekamuy
gengo_16	Ōjin Cimayrekamuy
gengo_17	Nintoku Cimayrekamuy
gengo_18	Richū Cimayrekamuy
gengo_19	Hanzei Cimayrekamuy
gengo_20	Ingyō Cimayrekamuy
gengo_21	Ankō Cimayrekamuy
gengo_22	Yūryaku Cimayrekamuy
gengo_23	Seinei Cimayrekamuy
gengo_24	Kenzō Cimayrekamuy
gengo_25	Ninken Cimayrekamuy
gengo_26	Buretsu Cimayrekamuy
gengo_27	Keitai Cimayrekamuy
gengo_28	Ankan Cimayrekamuy
gengo_29	Senka Cimayrekamuy
gengo_30	Kinmei Cimayrekamuy
gengo_31	Bidatsu Cimayrekamuy
gengo_32	Yōmei Cimayrekamuy
gengo_33	Sushun Cimayrekamuy
gengo_34	Suiko Cimayrekamuy
gengo_35	Jomei Cimayrekamuy
gengo_36	Kōgyoku Cimayrekamuy
gengo_37	Taika
gengo_38	Hakuchi
gengo_39	Saimei Cimayrekamuy
gengo_40	Tenji Cimayrekamuy
gengo_41	Tenmu Cimayrekamuy
gengo_42	Shuchō
gengo_43	Jitō Cimayrekamuy
gengo_44	Monmu Cimayrekamuy
gengo_45	Taihō
gengo_46	Keiun
gengo_47	Wadō
gengo_48	Reiki
gengo_49	Yōrō
gengo_50	Jinki
gengo_51	Tenpyō
gengo_52	Tenpyō-kanpō
gengo_53	Tenpyō-shōhō
gengo_54	Tenpyō-hōji
gengo_55	Tenpyō-jingo
gengo_56	Jingo-keiun
gengo_57	Hōki
gengo_58	Ten'ō
gengo_59	Enryaku
gengo_60	Daidō
gengo_61	Kōnin
gengo_62	Tenchō
gengo_63	Jōwa
gengo_64	Kashō
gengo_65	Ninju
gengo_66	Saikō
gengo_67	Ten'an
gengo_68	Jōgan
gengo_69	Gangyō
gengo_70	Ninna
gengo_71	Kanpyō
gengo_72	Shōtai
gengo_73	Engi
gengo_74	Enchō
gengo_75	Jōhei
gengo_76	Tengyō
gengo_77	Tenryaku
gengo_78	Tentoku
gengo_79	Ōwa
gengo_80	Kōhō
gengo_81	Anna
gengo_82	Tenroku
gengo_83	Ten'en
gengo_84	Jōgen
gengo_85	Tengen
gengo_86	Eikan
gengo_87	Kanna
gengo_88	Eien
gengo_89	Eiso
gengo_90	Shōryaku
gengo_91	Chōtoku
gengo_92	Chōhō
gengo_93	Kankō
gengo_94	Chōwa
gengo_95	Kannin
gengo_96	Jian
gengo_97	Manju
gengo_98	Chōgen
gengo_99	Chōryaku
gengo_100	Chōkyū
gengo_101	Kantoku
gengo_102	Eishō
gengo_103	Tengi
gengo_104	Kōhei
gengo_105	Jiryaku
gengo_106	Enkyū
gengo_107	Jōhō
gengo_108	Jōryaku
gengo_109	Eihō
gengo_110	Ōtoku
gengo_111	Kanji
gengo_112	Kahō
gengo_113	Eichō
gengo_114	Jōtoku
gengo_115	Kōwa
gengo_116	Chōji
gengo_117	Kajō
gengo_118	Tennin
gengo_119	Ten'ei
gengo_120	Eikyū
gengo_121	Gen'ei
gengo_122	Hōan
gengo_123	Tenji
gengo_124	Daiji
gengo_125	Tenshō
gengo_126	Chōshō
gengo_127	Hōen
gengo_128	Eiji
gengo_129	Kōji
gengo_130	Ten'yō
gengo_131	Kyūan
gengo_132	Ninpei
gengo_133	Kyūju
gengo_134	Hōgen
gengo_135	Heiji
gengo_136	Eiryaku
gengo_137	Ōhō
gengo_138	Chōkan
gengo_139	Eiman
gengo_140	Nin'an
gengo_141	Kaō
gengo_142	Jōan
gengo_143	Angen
gengo_144	Jishō
gengo_145	Yōwa
gengo_146	Juei
gengo_147	Genryaku
gengo_148	Bunji
gengo_149	Kenkyū
gengo_150	Shōji
gengo_151	Kennin
gengo_152	Genkyū
gengo_153	Ken'ei
gengo_154	Jōgen
gengo_155	Kenryaku
gengo_156	Kempo
gengo_157	Jōkyū
gengo_158	Jōō
gengo_159	Gennin
gengo_160	Karoku
gengo_161	Antei
gengo_162	Kangi
gengo_163	Jōei
gengo_164	Tenpuku
gengo_165	Bunryaku
gengo_166	Katei
gengo_167	Ryakunin
gengo_168	En'ō
gengo_169	Ninji
gengo_170	Kangen
gengo_171	Hōji
gengo_172	Kenchō
gengo_173	Kōgen
gengo_174	Shōka
gengo_175	Shōgen
gengo_176	Bun'ō
gengo_177	Kōchō
gengo_178	Bun'ei
gengo_179	Kenji
gengo_180	Kōan
gengo_181	Shōō
gengo_182	Einin
gengo_183	Shōan
gengo_184	Kengen
gengo_185	Kagen
gengo_186	Tokuji
gengo_187	Enkyō
gengo_188	Ōchō
gengo_189	Shōwa
gengo_190	Bunpō
gengo_191	Gen'ō
gengo_192	Genkō
gengo_193	Shōchū
gengo_194	Karyaku
gengo_195	Gentoku
gengo_196	Genkō
gengo_197	Shōkyō
gengo_198	Kenmu
gengo_199	Engen
gengo_200	Ryakuō
gengo_201	Kōkoku
gengo_202	Kōei
gengo_203	Jōwa
gengo_204	Shōhei
gengo_205	Kannō
gengo_206	Bunna
gengo_207	Enbun
gengo_208	Kōan
gengo_209	Jōji
gengo_210	Ōan
gengo_211	Kentoku
gengo_212	Bunchū
gengo_213	Tenju
gengo_214	Eiwa
gengo_215	Kōryaku
gengo_216	Kōwa
gengo_217	Eitoku
gengo_218	Genchū
gengo_219	Shitoku
gengo_220	Kakei
gengo_221	Kōō
gengo_222	Meitoku
gengo_223	Ōei
gengo_224	Shōchō
gengo_225	Eikyō
gengo_226	Kakitsu
gengo_227	Bun'an
gengo_228	Hōtoku
gengo_229	Kyōtoku
gengo_230	Kōshō
gengo_231	Chōroku
gengo_232	Kanshō
gengo_233	Bunshō
gengo_234	Ōnin
gengo_235	Bunmei
gengo_236	Chōkyō
gengo_237	Entoku
gengo_238	Meiō
gengo_239	Bunki
gengo_240	Eishō
gengo_241	Daiei
gengo_242	Kyōroku
gengo_243	Tenbun
gengo_244	Kōji
gengo_245	Eiroku
gengo_246	Genki
gengo_247	Tenshō
gengo_248	Bunroku
gengo_249	Keichō
gengo_250	Genna
gengo_251	Kan'ei
gengo_252	Shōhō
gengo_253	Keian
gengo_254	Jōō
gengo_255	Meireki
gengo_256	Manji
gengo_257	Kanbun
gengo_258	Enpō
gengo_259	Tenna
gengo_260	Jōkyō
gengo_261	Genroku
gengo_262	Hōei
gengo_263	Shōtoku
gengo_264	Kyōhō
gengo_265	Genbun
gengo_266	Kanpō
gengo_267	Enkyō
gengo_268	Kan'en
gengo_269	Hōreki
gengo_270	Meiwa
gengo_271	An'ei
gengo_272	Tenmei
gengo_273	Kansei
gengo_274	Kyōwa
gengo_275	Bunka
gengo_276	Bunsei
gengo_277	Tenpō
gengo_278	Kōka
gengo_279	Kaei
gengo_280	Ansei
gengo_281	Man'en
gengo_282	Bunkyū
gengo_283	Genji
gengo_284	Keiō
gengo_285	Meiji
gengo_286	Taishō
gengo_287	Shōwa
gengo_288	Heisei
gengo_289	Reiwa
